PET,Times,Weights,FC,TC,STR,THA,WB,CBL,StartTime,Duration
jdcs_2,141.0,0.819132,452.94113001851645,407.3816866281319,423.97342432801145,435.1710921405331,374.5959932880308,436.02900436398846,131.0,20.0
jdcs_2,161.0,0.819116,454.52407758708205,392.43462412427516,444.901540859778,422.18409877947335,373.1664285978956,431.4763208076843,151.0,20.0
jdcs_2,181.0,0.819101,446.4577934936727,405.1135763343796,422.97644946597393,414.1854235308758,370.9120527081475,426.6798147299366,171.0,20.0
jdcs_2,206.0,0.820255,444.46855906845565,396.21355414228356,428.7475286622858,424.9615459150809,372.5159594483066,423.4596685188257,191.0,30.0
jdcs_2,236.0,0.820215,441.0889985077781,394.6333069592151,424.23521938401865,426.88194171450033,366.66718948009157,420.362193096067,221.0,30.0
jdcs_2,266.0,0.820194,435.28094655256155,378.6874896868841,403.0239756651729,399.0696393775493,358.4380701021351,410.2387725211736,251.0,30.0
jdcs_2,296.0,0.820159,427.2918422014107,377.44320685709386,400.2657720176441,407.8322945877615,353.6021287983247,398.9121832185668,281.0,30.0
jdcs_2,341.0,0.826068,417.84900731378104,370.3920115109936,406.5844095057423,394.1014581873893,346.4202695884851,389.3740848612517,311.0,60.0
jdcs_2,401.0,0.825838,408.045977284995,360.3604482314865,380.71408960408166,387.18918498899455,336.63121955629305,376.82962927440997,371.0,60.0
jdcs_2,461.0,0.825662,390.06262845987953,350.5131774896911,362.529560442504,380.75659259770583,326.4718810422053,361.0172331018552,431.0,60.0
jdcs_2,521.0,0.825525,375.164939830603,338.003622701365,343.569230810103,380.1842128395549,313.1517794039521,343.9235810107194,491.0,60.0
jdcs_2,641.0,0.881791,346.2172414279765,314.0380823873444,323.309543134058,363.59494042305846,292.7099292601165,318.61029228711527,551.0,180.0
jdcs_2,821.0,0.877686,308.3515852876962,284.26297156094125,286.8693648474642,334.57440441426724,265.0899918252832,286.00134344782776,731.0,180.0
jdcs_2,1001.0,0.873156,278.89292071853106,259.25158766117363,252.60423200912663,305.21463059590104,242.6661741567822,260.49752961591696,911.0,180.0
jdcs_2,1181.0,0.869292,253.21803309406562,241.82453154806436,231.44128822697832,279.4906882329369,223.83300278255163,236.88418083009674,1091.0,180.0
jdcs_2,1451.0,1.0,224.9047729422901,212.21895930780056,198.61613514023315,263.34476267407865,201.8509226945356,209.44495243313702,1271.0,360.0
jdcs_2,1811.0,0.972194,195.5664267869154,186.81342824203486,179.0189442894875,234.15137515699243,179.25854692300908,182.93691415350114,1631.0,360.0
jdcs_2,2171.0,0.948067,174.27729168999787,165.85613554161648,155.30620720614365,207.51131281641787,162.02987686107087,164.16194735972516,1991.0,360.0
jdcs_2,2531.0,0.926785,159.39482748464295,153.77950862053515,141.62691998363493,189.91064274555254,150.565544506698,149.83584859248816,2351.0,360.0
jdcs_2,2891.0,0.909041,149.5706663667465,142.35878776742368,137.48617791963557,183.58066721810405,141.89015248209827,139.88753830985993,2711.0,360.0
jdcs_2,3251.0,0.898626,115.55461209882777,125.33272527606833,83.580320076358,120.70592523679579,112.11103766168124,132.64718360819634,3071.0,360.0
jdcs_2,3611.0,0.884711,109.73764827460847,118.70758240769389,75.25999489146047,107.70490332359623,108.12625758962393,129.04124876658062,3431.0,360.0
jdcs_2,3971.0,0.873262,106.11992788155443,111.8961822169034,73.75216415736305,101.17076011094825,104.3324232365917,124.43609355837947,3791.0,360.0
jdcs_2,4331.0,0.864071,103.31840029716233,110.9135138405397,72.97358727462444,96.10339169319063,100.83181875672935,121.71576882085672,4151.0,360.0
jdcs_2,4691.0,0.856762,94.73262325102237,102.28693816730893,63.62170861785499,76.67415350747851,92.71377995209076,115.6621344430965,4511.0,360.0
